SCANS,FEATURE_ID,PEPMASS,MS_LEVEL,CHARGE,POLARITY,RTINSECONDS,ION
848,848,675.3836518210446,2,1,+,399.7780456542969,[M+H]+
849,849,621.1810637572225,2,1,+,400.0904235839844,[M+H]+
850,850,302.30548981993354,2,1,+,400.40557861328125,[M+H]+
851,851,605.2048978477256,2,2,+,400.4210510253906,[M+H+H]2+
852,852,248.05549734280964,2,1,+,400.6349182128906,[M+H]+
853,853,798.1676164643004,2,2,+,400.8494567871094,[M+H+H]2+
854,854,525.139962425174,2,2,+,400.859130859375,[M+H+H]2+
855,855,316.320924762505,2,1,+,400.97503662109375,[M+H]+
856,856,367.09984617766486,2,2,+,401.0639343261719,[M+H+H]2+
857,857,540.146370906306,2,2,+,401.0639343261719,[M+H+H]2+
858,858,433.3040760809497,2,1,+,401.1706237792969,[M+H]+
859,859,668.258114312937,2,1,+,401.1706237792969,[M+H]+
860,860,788.1656897562453,2,2,+,401.22894287109375,[M+H+H]2+
861,861,772.6924930198817,2,2,+,401.2781677246094,[M+H+H]2+
862,862,780.1793731587231,2,2,+,401.3850402832031,[M+H+H]2+
863,863,558.1348788448225,2,2,+,401.4923400878906,[M+H+H]2+
864,864,789.165044414219,2,2,+,401.50189208984375,[M+H+H]2+
865,865,408.23509205314383,2,1,+,402.22552490234375,[M+H]+
866,866,681.2195420645837,2,2,+,402.2426452636719,[M+H+H]2+
867,867,531.1410110953075,2,2,+,402.4571228027344,[M+H+H]2+
868,868,197.08079092102832,2,1,+,402.4577331542969,[M+H]+
869,869,436.28636746270723,2,1,+,403.07830810546875,[M+H]+
870,870,604.1028022780744,2,2,+,403.636962890625,[M+H+H]2+
871,871,451.2148026583921,2,1,+,404.2225341796875,[M+H]+
872,872,505.1414736657524,2,2,+,404.2804260253906,[M+H+H]2+
873,873,451.33205274426075,2,1,+,404.3812255859375,[M+H]+
874,874,462.96900764877086,2,1,+,404.8021545410156,[M+H]+
875,875,465.1955661675399,2,2,+,405.0313415527344,[M+H+H]2+
876,876,718.2882091099275,2,1,+,407.49267578125,[M+H]+
877,877,260.2374039366121,2,1,+,407.8227233886719,[M+H]+
878,878,594.2475439391645,2,2,+,408.1346740722656,[M+H+H]2+
879,879,718.158545928206,2,1,+,408.1729736328125,[M+H]+
880,880,568.2623446103303,2,2,+,408.3484802246094,[M+H+H]2+
881,881,783.4408910699809,2,1,+,408.4552917480469,[M+H]+
882,882,691.1740895303725,2,1,+,408.45556640625,[M+H]+
883,883,580.7210044564216,2,2,+,408.5622863769531,[M+H+H]2+
884,884,630.2139523459896,2,1,+,408.5622863769531,[M+H]+
885,885,563.752353953712,2,2,+,408.6688232421875,[M+H+H]2+
886,886,562.2505046554937,2,2,+,408.6688232421875,[M+H+H]2+
887,887,546.2754655680445,2,2,+,408.6690979003906,[M+H+H]2+
888,888,565.7495167473912,2,2,+,408.7757873535156,[M+H+H]2+
889,889,500.2355389325725,2,2,+,408.7760009765625,[M+H+H]2+
890,890,566.2483475509364,2,2,+,408.8609619140625,[M+H+H]2+
891,891,505.33566546521706,2,1,+,408.9895324707031,[M+H]+
892,892,556.2647666884089,2,2,+,408.9895935058594,[M+H+H]2+
893,893,435.0737754257257,2,1,+,409.3102111816406,[M+H]+
894,894,576.2584611806548,2,2,+,409.5240478515625,[M+H+H]2+
895,895,597.2652547498257,2,2,+,410.2723693847656,[M+H+H]2+
896,896,638.3180627580682,2,1,+,410.6412658691406,[M+H]+
897,897,590.2578478184455,2,2,+,410.7005920410156,[M+H+H]2+
898,898,624.3026686644597,2,1,+,410.7011413574219,[M+H]+
899,899,473.1274507486607,2,2,+,412.091796875,[M+H+H]2+
900,900,353.03471006299435,2,1,+,413.0053405761719,[M+H]+
901,901,355.03389906941965,2,1,+,413.02996826171875,[M+H]+
902,902,439.33188207229625,2,1,+,413.34326171875,[M+H]+
903,903,161.1074403894192,2,1,+,413.41473388671875,[M+H]+
904,904,628.4999080565584,2,1,+,413.7886962890625,[M+H]+
905,905,612.4088981470826,2,1,+,414.1061096191406,[M+H]+
906,906,536.8075024056354,2,2,+,414.7061767578125,[M+H+H]2+
907,907,304.2272791204334,2,1,+,415.50494384765625,[M+H]+
908,908,725.8028055983277,2,2,+,415.63275146484375,[M+H+H]2+
909,909,476.1426590628946,2,2,+,415.7274169921875,[M+H+H]2+
910,910,716.3257891923964,2,2,+,415.7274475097656,[M+H+H]2+
911,911,459.16903925461895,2,2,+,415.8286437988281,[M+H+H]2+
912,912,456.1716201333561,2,2,+,415.8341369628906,[M+H+H]2+
913,913,878.3861944504706,2,2,+,415.941162109375,[M+H+H]2+
914,914,459.6698728710718,2,2,+,415.9973449707031,[M+H+H]2+
915,915,886.3716941593354,2,2,+,416.0487365722656,[M+H+H]2+
916,916,589.2487689634429,2,2,+,416.1551513671875,[M+H+H]2+
917,917,887.3728493323621,2,2,+,416.2386779785156,[M+H+H]2+
918,918,723.332712112205,2,2,+,416.2622375488281,[M+H+H]2+
919,919,729.315687261773,2,2,+,416.475830078125,[M+H+H]2+
920,920,448.1639570094664,2,2,+,416.4764709472656,[M+H+H]2+
921,921,633.2575466017279,2,1,+,416.47906494140625,[M+H]+
922,922,145.0758430662569,2,1,+,416.5623474121094,[M+H]+
923,923,432.18840142859483,2,2,+,416.5819396972656,[M+H+H]2+
924,924,572.3947832045509,2,1,+,416.64190673828125,[M+H]+
925,925,159.09156030343888,2,1,+,416.776123046875,[M+H]+
926,926,160.09888489863386,2,1,+,416.7763366699219,[M+H]+
927,927,418.2318467820803,2,1,+,417.8651428222656,[M+H]+
928,928,745.3277613762269,2,2,+,418.0806579589844,[M+H+H]2+
929,929,596.2562397228083,2,2,+,418.1874694824219,[M+H+H]2+
930,930,753.3140367344236,2,2,+,418.5210876464844,[M+H+H]2+
931,931,590.2739181474263,2,2,+,418.72344970703125,[M+H+H]2+
932,932,688.2410679228309,2,1,+,418.9358215332031,[M+H]+
933,933,612.2703070290239,2,2,+,418.9359436035156,[M+H+H]2+
934,934,527.1945720283951,2,1,+,418.9637756347656,[M+H]+
935,935,620.2558177533431,2,2,+,419.0023193359375,[M+H+H]2+
936,936,583.2670034540586,2,2,+,419.1498107910156,[M+H+H]2+
937,937,443.21938587909364,2,2,+,419.2565612792969,[M+H+H]2+
938,938,603.3575336971971,2,1,+,419.3612060546875,[M+H]+
939,939,351.1112448600876,2,1,+,419.524658203125,[M+H]+
940,940,304.3001067230862,2,1,+,419.5856018066406,[M+H]+
941,941,592.3681771502121,2,1,+,420.1112976074219,[M+H]+
942,942,722.3741260537578,2,1,+,420.6849365234375,[M+H]+
943,943,343.17312633043315,2,1,+,421.0921630859375,[M+H]+
944,944,422.2515171872969,2,1,+,421.13787841796875,[M+H]+
945,945,415.3530696794159,2,1,+,422.591796875,[M+H]+
946,946,601.3486634603483,2,2,+,422.766845703125,[M+H+H]2+
947,947,477.27679933559546,2,1,+,423.9307861328125,[M+H]+
948,948,457.6705578285642,2,2,+,424.5800476074219,[M+H+H]2+
949,949,678.87807184979,2,2,+,424.5843505859375,[M+H+H]2+
950,950,450.6869820632765,2,2,+,425.0519714355469,[M+H+H]2+
951,951,427.2043162988562,2,2,+,425.4518127441406,[M+H+H]2+
952,952,434.2043327127998,2,2,+,425.6647644042969,[M+H+H]2+
953,953,556.1582063536703,2,2,+,425.7275390625,[M+H+H]2+
954,954,569.2885709184904,2,2,+,425.8782653808594,[M+H+H]2+
955,955,845.4315324482369,2,1,+,426.1980895996094,[M+H]+
956,956,391.1124981502914,2,1,+,426.3049621582031,[M+H]+
957,957,446.25112658549347,2,1,+,426.7313537597656,[M+H]+
958,958,269.19055658591174,2,1,+,427.0510559082031,[M+H]+
959,959,211.148280370612,2,1,+,427.0519104003906,[M+H]+
960,960,589.4290102523456,2,1,+,427.2574157714844,[M+H]+
961,961,584.4738541905231,2,1,+,427.8527526855469,[M+H]+
962,962,695.3400264203032,2,1,+,429.2894592285156,[M+H]+
963,963,361.1538251232757,2,1,+,429.5604553222656,[M+H]+
964,964,461.07885878215006,2,1,+,429.5655517578125,[M+H]+
965,965,315.1482779544869,2,1,+,429.5964660644531,[M+H]+
966,966,183.06938674709684,2,1,+,429.6492919921875,[M+H]+
967,967,619.2860664832915,2,1,+,430.6308898925781,[M+H]+
968,968,517.2440681749342,2,1,+,430.7799377441406,[M+H]+
969,969,448.175032442027,2,2,+,432.694580078125,[M+H+H]2+
970,970,557.1079488232718,2,1,+,432.9930419921875,[M+H]+
971,971,609.3317979657083,2,1,+,433.21636962890625,[M+H]+
972,972,604.3570030718618,2,1,+,433.55755615234375,[M+H]+
973,973,232.09694750067493,2,1,+,433.6148376464844,[M+H]+
974,974,463.09546614884806,2,1,+,433.65283203125,[M+H]+
975,975,246.11247120359667,2,1,+,433.70599365234375,[M+H]+
976,976,203.13030467309778,2,1,+,433.7308654785156,[M+H]+
977,977,179.10672562414769,2,1,+,433.73974609375,[M+H]+
978,978,247.11889526650282,2,1,+,433.7417907714844,[M+H]+
979,979,262.143779111605,2,1,+,433.7770690917969,[M+H]+
980,980,478.06086893321117,2,1,+,433.781982421875,[M+H]+
981,981,277.180023155925,2,1,+,433.84844970703125,[M+H]+
982,982,433.0629286624301,2,1,+,433.8877258300781,[M+H]+
983,983,420.9899425091744,2,1,+,433.89044189453125,[M+H]+
984,984,357.18843907556914,2,1,+,434.572509765625,[M+H]+
985,985,456.1858524124644,2,2,+,434.7184753417969,[M+H+H]2+
986,986,627.2056925496662,2,2,+,435.4668884277344,[M+H+H]2+
987,987,924.8277294481213,2,2,+,435.56463623046875,[M+H+H]2+
988,988,906.3493173081341,2,2,+,435.6798400878906,[M+H+H]2+
989,989,845.3947412103282,2,1,+,435.6802978515625,[M+H]+
990,990,608.2315921612234,2,2,+,435.6802978515625,[M+H+H]2+
991,991,609.2308484108476,2,2,+,435.7867736816406,[M+H+H]2+
992,992,618.2207700543247,2,2,+,435.7868347167969,[M+H+H]2+
993,993,625.206120647215,2,2,+,435.787109375,[M+H+H]2+
994,994,600.7326223476932,2,2,+,437.19091796875,[M+H+H]2+
995,995,692.8937728951865,2,2,+,437.2035217285156,[M+H+H]2+
996,996,436.26684013229163,2,1,+,437.5491638183594,[M+H]+
997,997,606.2185472000942,2,2,+,437.6012268066406,[M+H+H]2+
998,998,607.2183888595334,2,2,+,437.6012268066406,[M+H+H]2+
999,999,360.3739569089322,2,1,+,437.71710205078125,[M+H]+
1000,1000,878.3645942885059,2,2,+,438.13623046875,[M+H+H]2+
1001,1001,608.3562386626371,2,2,+,438.2322998046875,[M+H+H]2+
1002,1002,625.3185497986962,2,1,+,438.41650390625,[M+H]+
1003,1003,869.3630148510762,2,2,+,438.8854064941406,[M+H+H]2+
1004,1004,852.3857056467658,2,2,+,438.9908752441406,[M+H+H]2+
1005,1005,589.7322211093131,2,2,+,439.07574462890625,[M+H+H]2+
1006,1006,692.363340025819,2,1,+,439.3110656738281,[M+H]+
1007,1007,1140.5058888451333,2,2,+,439.3111267089844,[M+H+H]2+
1008,1008,588.2303089325738,2,2,+,439.3270568847656,[M+H+H]2+
1009,1009,572.2553538067194,2,2,+,439.3804931640625,[M+H+H]2+
1010,1010,868.8639402099847,2,2,+,439.43035888671875,[M+H+H]2+
1011,1011,589.2306411013391,2,2,+,439.45281982421875,[M+H+H]2+
1012,1012,587.7302556514052,2,2,+,439.844482421875,[M+H+H]2+
1013,1013,860.4426658701489,2,1,+,441.5501708984375,[M+H]+
1014,1014,721.3155736689378,2,2,+,441.9762878417969,[M+H+H]2+
1015,1015,559.8106350941631,2,2,+,443.2923278808594,[M+H+H]2+
1016,1016,558.8096966318261,2,2,+,443.311767578125,[M+H+H]2+
1017,1017,576.2400916140856,2,2,+,443.3626403808594,[M+H+H]2+
1018,1018,567.2540459955667,2,2,+,443.3656311035156,[M+H+H]2+
1019,1019,575.241426591408,2,2,+,443.6861267089844,[M+H+H]2+
1020,1020,712.2714276671553,2,1,+,444.5406799316406,[M+H]+
1021,1021,662.2791575626167,2,2,+,445.28662109375,[M+H+H]2+
1022,1022,653.2918056627705,2,2,+,445.2890625,[M+H+H]2+
1023,1023,661.2783030835803,2,2,+,445.2892150878906,[M+H+H]2+
1024,1024,671.2785710365326,2,2,+,445.400146484375,[M+H+H]2+
1025,1025,645.3022233404516,2,2,+,445.5025634765625,[M+H+H]2+
1026,1026,463.1145408122813,2,2,+,445.513671875,[M+H+H]2+
1027,1027,707.3195301534028,2,2,+,445.6097717285156,[M+H+H]2+
1028,1028,724.3906908834059,2,1,+,445.6881408691406,[M+H]+
1029,1029,618.3734396195437,2,1,+,445.7171936035156,[M+H]+
1030,1030,716.8085557572668,2,2,+,445.72064208984375,[M+H+H]2+
1031,1031,761.2819529803112,2,1,+,445.8234558105469,[M+H]+
1032,1032,662.7780311388237,2,2,+,445.8336181640625,[M+H+H]2+
1033,1033,410.1939808946473,2,2,+,445.9302673339844,[M+H+H]2+
1034,1034,780.3685557496656,2,2,+,446.036865234375,[M+H+H]2+
1035,1035,436.1753217635373,2,2,+,446.0369567871094,[M+H+H]2+
1036,1036,603.2410700597592,2,2,+,446.7851257324219,[M+H+H]2+
1037,1037,312.19619669224477,2,1,+,447.53387451171875,[M+H]+
1038,1038,419.6706072416162,2,2,+,449.5633239746094,[M+H+H]2+
1039,1039,782.3738309640535,2,1,+,449.7771911621094,[M+H]+
1040,1040,478.3211709066145,2,1,+,450.2220764160156,[M+H]+
1041,1041,677.8763183064909,2,2,+,450.4795837402344,[M+H+H]2+
1042,1042,565.2638635415053,2,2,+,451.487548828125,[M+H+H]2+
1043,1043,617.2610399492684,2,1,+,451.60595703125,[M+H]+
1044,1044,551.3169807876643,2,2,+,452.08209228515625,[M+H+H]2+
1045,1045,414.18898006652273,2,1,+,452.4424743652344,[M+H]+
1046,1046,557.8315318966546,2,2,+,453.6424255371094,[M+H+H]2+
1047,1047,566.8182222697546,2,2,+,453.8189392089844,[M+H+H]2+
1048,1048,565.817815371111,2,2,+,453.9068298339844,[M+H+H]2+
1049,1049,375.26173490936105,2,1,+,453.92333984375,[M+H]+
1050,1050,549.8426258212819,2,2,+,453.97119140625,[M+H+H]2+
1051,1051,677.8885572224874,2,2,+,454.3348083496094,[M+H+H]2+
1052,1052,434.19569757186053,2,2,+,455.0140686035156,[M+H+H]2+
1053,1053,416.3735338998719,2,1,+,455.2674865722656,[M+H]+
1054,1054,525.1942846720864,2,1,+,455.3366394042969,[M+H]+
1055,1055,420.19876032078446,2,2,+,455.8685607910156,[M+H+H]2+
1056,1056,706.2084621806747,2,1,+,456.1891174316406,[M+H]+
1057,1057,610.1856113281158,2,1,+,456.5261535644531,[M+H]+
1058,1058,455.1685629915933,2,1,+,457.356689453125,[M+H]+
1059,1059,565.2585376305221,2,2,+,457.74359130859375,[M+H+H]2+
1060,1060,572.2464544848788,2,2,+,457.7933044433594,[M+H+H]2+
1061,1061,610.436289375317,2,1,+,458.2049560546875,[M+H]+
1062,1062,719.934200852741,2,2,+,458.3153076171875,[M+H+H]2+
1063,1063,738.921652595983,2,2,+,458.4093322753906,[M+H+H]2+
1064,1064,730.9284769588821,2,2,+,458.4420166015625,[M+H+H]2+
1065,1065,589.2488684815381,2,2,+,458.9700012207031,[M+H+H]2+
1066,1066,276.2688134690087,2,1,+,459.8737487792969,[M+H]+
1067,1067,659.4007848408751,2,1,+,459.927734375,[M+H]+
1068,1068,459.1705805379583,2,2,+,460.1770935058594,[M+H+H]2+
1069,1069,896.4127347198323,2,1,+,460.26617431640625,[M+H]+
1070,1070,549.8163213760326,2,1,+,460.4062805175781,[M+H]+
1071,1071,632.388110290655,2,1,+,460.4353942871094,[M+H]+
1072,1072,684.877630547565,2,2,+,462.16162109375,[M+H+H]2+
1073,1073,558.324668910073,2,2,+,462.58984375,[M+H+H]2+
1074,1074,309.32661906030796,2,1,+,463.3841552734375,[M+H]+
1075,1075,674.3908622296343,2,1,+,464.2981262207031,[M+H]+
1076,1076,613.4794920497599,2,1,+,465.9200439453125,[M+H]+
1077,1077,417.27274653725,2,1,+,466.5416564941406,[M+H]+
1078,1078,573.2634802801491,2,2,+,467.75396728515625,[M+H+H]2+
1079,1079,590.2377119068378,2,2,+,467.8081970214844,[M+H+H]2+
1080,1080,467.15262897761613,2,2,+,468.1266784667969,[M+H+H]2+
1081,1081,589.237983337797,2,2,+,468.1270446777344,[M+H+H]2+
1082,1082,411.09234053189067,2,1,+,468.140869140625,[M+H]+
1083,1083,450.66679950872293,2,2,+,468.234130859375,[M+H+H]2+
1084,1084,739.401716737873,2,2,+,468.2648010253906,[M+H+H]2+
1085,1085,614.2273087093442,2,1,+,468.76513671875,[M+H]+
1086,1086,572.7434078985826,2,2,+,471.4257507324219,[M+H+H]2+
1087,1087,502.18904034727007,2,2,+,471.58978271484375,[M+H+H]2+
1088,1088,548.2647378370094,2,2,+,471.6383361816406,[M+H+H]2+
1089,1089,987.4044412174927,2,1,+,471.6539611816406,[M+H]+
1090,1090,482.15399853664024,2,2,+,471.8517761230469,[M+H+H]2+
1091,1091,451.1656865296798,2,2,+,471.9580078125,[M+H+H]2+
1092,1092,869.361632955992,2,2,+,471.9640808105469,[M+H+H]2+
1093,1093,868.3595965304304,2,2,+,472.1712341308594,[M+H+H]2+
1094,1094,631.8486114618104,2,2,+,472.2767639160156,[M+H+H]2+
1095,1095,433.6904388934013,2,2,+,472.38800048828125,[M+H+H]2+
1096,1096,425.19725170691265,2,2,+,472.80908203125,[M+H+H]2+
1097,1097,400.37849649207186,2,1,+,473.44183349609375,[M+H]+
1098,1098,622.3707337116728,2,2,+,473.451416015625,[M+H+H]2+
1099,1099,518.3573379217487,2,1,+,473.7993469238281,[M+H]+
1100,1100,567.2552493609725,2,2,+,474.2984924316406,[M+H+H]2+
1101,1101,744.912845303984,2,2,+,474.3681640625,[M+H+H]2+
1102,1102,491.3443210967789,2,1,+,475.2403259277344,[M+H]+
1103,1103,519.3263959374733,2,1,+,475.5067138671875,[M+H]+
1104,1104,548.8020517895303,2,2,+,475.5086669921875,[M+H+H]2+
1105,1105,672.2807512515524,2,1,+,475.5617370605469,[M+H]+
1106,1106,283.0637512333526,2,1,+,475.8970947265625,[M+H]+
1107,1107,521.2579426539414,2,1,+,476.166015625,[M+H]+
1108,1108,789.6686185844704,2,1,+,476.82965087890625,[M+H]+
1109,1109,279.6470339170306,2,1,+,478.5478515625,[M+H]+
1110,1110,432.6913840770971,2,2,+,479.1943359375,[M+H+H]2+
1111,1111,568.2245280334181,2,1,+,479.90802001953125,[M+H]+
1112,1112,615.2492399226458,2,1,+,480.2627258300781,[M+H]+
1113,1113,313.3660907657313,2,1,+,480.567138671875,[M+H]+
1114,1114,545.2076573148436,2,2,+,481.926513671875,[M+H+H]2+
1115,1115,512.3952252572323,2,1,+,482.7175598144531,[M+H]+
1116,1116,646.4342456251759,2,1,+,483.9515686035156,[M+H]+
1117,1117,618.4190619260868,2,1,+,484.20458984375,[M+H]+
1118,1118,290.2843006552246,2,1,+,484.21295166015625,[M+H]+
1119,1119,872.4971925575701,2,2,+,484.6270446777344,[M+H+H]2+
1120,1120,755.3971653218916,2,2,+,484.6644287109375,[M+H+H]2+
1121,1121,864.5055223933642,2,2,+,485.756591796875,[M+H+H]2+
1122,1122,679.4594439333697,2,1,+,485.7998352050781,[M+H]+
1123,1123,752.4228072530814,2,2,+,485.9531555175781,[M+H+H]2+
1124,1124,751.915999270692,2,2,+,486.43597412109375,[M+H+H]2+
1125,1125,293.21109619437095,2,1,+,486.80523681640625,[M+H]+
1126,1126,752.9281339709245,2,2,+,487.02789306640625,[M+H+H]2+
1127,1127,660.4189563387745,2,1,+,487.09088134765625,[M+H]+
1128,1128,281.0514514852625,2,1,+,488.4979248046875,[M+H]+
1129,1129,588.2261496795895,2,2,+,491.03790283203125,[M+H+H]2+
1130,1130,348.25129222694363,2,1,+,491.2574768066406,[M+H]+
1131,1131,505.35969135014795,2,1,+,491.3092346191406,[M+H]+
1132,1132,257.24721462448576,2,1,+,491.4454650878906,[M+H]+
1133,1133,388.3940487594155,2,1,+,491.7375183105469,[M+H]+
1134,1134,532.3718298369147,2,1,+,492.2248229980469,[M+H]+
1135,1135,750.9193699682523,2,1,+,492.3971252441406,[M+H]+
1136,1136,432.1812444445724,2,2,+,492.714599609375,[M+H+H]2+
1137,1137,729.4004525692669,2,2,+,492.9860534667969,[M+H+H]2+
1138,1138,615.3628026811147,2,2,+,494.5909118652344,[M+H+H]2+
1139,1139,751.9143520404905,2,1,+,494.9561462402344,[M+H]+
1140,1140,755.4145648530408,2,2,+,495.6214904785156,[M+H+H]2+
1141,1141,186.05274476513068,2,1,+,495.7156982421875,[M+H]+
1142,1142,407.2365868101026,2,2,+,495.740478515625,[M+H+H]2+
1143,1143,815.4568503171749,2,1,+,497.8246154785156,[M+H]+
1144,1144,601.362496822618,2,1,+,497.9337463378906,[M+H]+
1145,1145,299.2194050682961,2,1,+,498.0695495605469,[M+H]+
1146,1146,482.29570809305216,2,1,+,498.1396484375,[M+H]+
1147,1147,750.9140059833983,2,2,+,498.5743408203125,[M+H+H]2+
1148,1148,640.2317645604576,2,2,+,498.8851318359375,[M+H+H]2+
1149,1149,631.2441295474774,2,2,+,498.95733642578125,[M+H+H]2+
1150,1150,469.45180281513774,2,1,+,499.3569030761719,[M+H]+
1151,1151,583.2877574711133,2,1,+,500.4974670410156,[M+H]+
1152,1152,522.2288671643494,2,1,+,501.2468566894531,[M+H]+
1153,1153,674.4345174187595,2,1,+,501.3360290527344,[M+H]+
1154,1154,383.22864677194303,2,1,+,501.7646789550781,[M+H]+
1155,1155,407.73423556353714,2,2,+,501.7783203125,[M+H+H]2+
1156,1156,389.7607716057144,2,2,+,501.7784729003906,[M+H+H]2+
1157,1157,603.8683776929076,2,2,+,502.3843078613281,[M+H+H]2+
1158,1158,759.933183339019,2,2,+,502.39544677734375,[M+H+H]2+
1159,1159,524.7929615219397,2,2,+,502.6714172363281,[M+H+H]2+
1160,1160,603.3513669840535,2,1,+,502.7395324707031,[M+H]+
1161,1161,753.4495826358793,2,2,+,502.93963623046875,[M+H+H]2+
1162,1162,760.43326502522,2,2,+,503.0155944824219,[M+H+H]2+
1163,1163,749.4393734547842,2,2,+,503.064208984375,[M+H+H]2+
1164,1164,424.4879794952274,2,1,+,503.6616516113281,[M+H]+
1165,1165,321.144036593226,2,1,+,503.74151611328125,[M+H]+
1166,1166,552.4830737206652,2,1,+,504.1564025878906,[M+H]+
1167,1167,313.329892433432,2,1,+,504.2115783691406,[M+H]+
1168,1168,719.9389541507408,2,2,+,504.3050842285156,[M+H+H]2+
1169,1169,736.4100122054884,2,2,+,504.5533447265625,[M+H+H]2+
1170,1170,473.34306783716096,2,1,+,504.5672607421875,[M+H]+
1171,1171,758.9232532601045,2,2,+,504.58184814453125,[M+H+H]2+
1172,1172,327.0781211294616,2,1,+,504.61181640625,[M+H]+
1173,1173,396.45640380210324,2,1,+,504.9857482910156,[M+H]+
1174,1174,474.37883293229714,2,1,+,505.3862609863281,[M+H]+
1175,1175,447.3555112895211,2,1,+,505.3912658691406,[M+H]+
1176,1176,519.3408188415025,2,1,+,505.55364990234375,[M+H]+
1177,1177,492.32765938729216,2,1,+,505.7132568359375,[M+H]+
1178,1178,341.3974850243328,2,1,+,505.8500671386719,[M+H]+
1179,1179,683.2477865623432,2,2,+,506.3794250488281,[M+H+H]2+
1180,1180,340.3938253279245,2,1,+,506.3831787109375,[M+H]+
1181,1181,624.2811016853923,2,1,+,506.5059509277344,[M+H]+
1182,1182,519.3084603248644,2,1,+,506.73284912109375,[M+H]+
1183,1183,735.3825722924465,2,1,+,506.7974548339844,[M+H]+
1184,1184,323.1532924845147,2,1,+,507.66522216796875,[M+H]+
1185,1185,423.07808023250897,2,1,+,507.8310546875,[M+H]+
1186,1186,706.3293704222542,2,1,+,507.9864807128906,[M+H]+
1187,1187,593.8729954173567,2,1,+,508.0092468261719,[M+H]+
1188,1188,481.2046273069228,2,1,+,508.0741882324219,[M+H]+
1189,1189,732.5464047280382,2,1,+,508.2561950683594,[M+H]+
1190,1190,868.4888153207899,2,2,+,508.34320068359375,[M+H+H]2+
1191,1191,685.2051542770162,2,1,+,3.1871438026428223,[M+H]+
1192,1192,266.9994421645717,2,1,+,4.250070095062256,[M+H]+
1193,1193,355.0704099312037,2,1,+,3.8916497230529785,[M+H]+
1194,1194,456.8850535615571,2,1,+,5.391228675842285,[M+H]+
1195,1195,701.494416219298,2,1,+,6.243638515472412,[M+H]+
1196,1196,226.95145825128392,2,1,+,8.470717430114746,[M+H]+
1197,1197,644.0115191948033,2,1,+,9.509156227111816,[M+H]+
1198,1198,362.9263734530629,2,1,+,9.536688804626465,[M+H]+
1199,1199,696.8470767907473,2,1,+,12.979100227355957,[M+H]+
1200,1200,644.0117134606027,2,1,+,12.599414825439453,[M+H]+
1201,1201,424.89713566947745,2,1,+,13.930718421936035,[M+Na]+
1202,1202,288.92231185348624,2,1,+,14.378130912780762,[M+H]+
1203,1203,560.8723011904017,2,1,+,13.389883995056152,[M+H]+
1204,1204,492.8848787128197,2,1,+,14.26187515258789,[M+H]+
1205,1205,612.8827147993342,2,1,+,12.852659225463867,[M+Na]+
1206,1206,492.88486766174043,2,1,+,13.679000854492188,[M+H]+
1207,1207,483.8454236875834,2,1,+,19.602495193481445,[M+H]+
1208,1208,453.34351017017485,2,1,+,22.273727416992188,[M+H]+
1209,1209,456.8845689199727,2,1,+,20.384044647216797,[M+H]+
1210,1210,458.88246355495784,2,1,+,20.932085037231445,[M+H]+
1211,1211,443.86405723806274,2,1,+,20.93124008178711,[M+H]+
1212,1212,685.206390734333,2,1,+,28.936452865600586,[M+H]+
1213,1213,483.8459366755659,2,1,+,30.671173095703125,[M+H]+
1214,1214,456.88484378960374,2,1,+,30.692520141601562,[M+H]+
1215,1215,443.8643195622553,2,1,+,31.193241119384766,[M+H]+
1216,1216,458.88309226823884,2,1,+,31.148540496826172,[M+H]+
1217,1217,701.4943572687436,2,1,+,35.320438385009766,[M+H]+
1218,1218,350.8320687628051,2,1,+,43.04099655151367,[M+H]+
1219,1219,480.79024442073296,2,1,+,43.4649543762207,[M+H]+
1220,1220,480.8501589652015,2,1,+,42.76853942871094,[M+H]+
1221,1221,174.87810728054293,2,1,+,42.89207458496094,[M+H]+
1222,1222,461.8031060646024,2,1,+,43.12797546386719,[M+H]+
1223,1223,302.8924316204724,2,1,+,43.67423629760742,[M+H]+
1224,1224,432.8500053446221,2,1,+,43.53203582763672,[M+H]+
1225,1225,404.854972180297,2,1,+,43.54045104980469,[M+H]+
1226,1226,622.0293682085115,2,1,+,43.975685119628906,[M+H]+
1227,1227,492.8442210819839,2,1,+,44.5158576965332,[M+H]+
1228,1228,604.7923617676513,2,1,+,44.36771011352539,[M+K]+
1229,1229,620.7639473929182,2,1,+,44.65780258178711,[M+K]+
1230,1230,622.801730526673,2,1,+,45.206295013427734,[M+H]+
1231,1231,498.7995011407123,2,1,+,45.64385986328125,[M+H]+
1232,1232,622.7656345225247,2,1,+,44.68980407714844,[M+K]+
1233,1233,344.8758323032517,2,1,+,45.010162353515625,[M+H]+
1234,1234,432.8506382051775,2,1,+,44.80253219604492,[M+H]+
1235,1235,112.92232488663862,2,1,+,44.813087463378906,[M+H]+
1236,1236,344.87565532010825,2,1,+,44.60966873168945,[M+H]+
1237,1237,174.87800821995282,2,1,+,46.6265869140625,[M+H]+
1238,1238,478.8273303330931,2,1,+,44.59969711303711,[M+H]+
1239,1239,432.85061960162085,2,1,+,44.8205680847168,[M+H]+
1240,1240,412.8631066612467,2,1,+,44.049049377441406,[M+H]+
1241,1241,475.32574600816315,2,1,+,46.616825103759766,[M+H]+
1242,1242,734.7496418943084,2,1,+,44.423336029052734,[M+H]+
